 ,Label,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
700,2015-08-10-20150731DJ-3-B.tif,1.932E-1,2.981E0,8.588E-1,8.651E1,9.353E1,1.625E2,6.303E-1
701,2015-08-10-20150731DJ-3-B.tif,2.304E-1,3.164E0,8.052E-1,8.690E1,9.569E1,1.552E1,5.541E-1
702,2015-08-10-20150731DJ-3-B.tif,3.307E-1,3.204E0,1.124E0,8.681E1,9.599E1,9.440E1,5.429E-1
703,2015-08-10-20150731DJ-3-B.tif,1.431E-1,2.630E0,7.540E-1,7.909E1,9.668E1,3.096E1,4.744E-1
704,2015-08-10-20150731DJ-3-B.tif,1.334E0,9.403E0,2.429E0,7.802E1,9.897E1,1.525E2,1.234E0
705,2015-08-10-20150731DJ-3-B.tif,2.118E-1,3.483E0,1.065E0,7.237E1,9.931E1,1.586E2,5.143E-1
706,2015-08-10-20150731DJ-3-B.tif,2.007E-1,3.569E0,8.876E-1,7.353E1,1.001E2,2.905E1,5.944E-1
707,2015-08-10-20150731DJ-3-B.tif,1.022E-1,1.650E0,5.751E-1,7.319E1,1.000E2,1.030E2,3.448E-1
708,2015-08-10-20150731DJ-3-B.tif,1.579E-1,2.827E0,9.414E-1,7.875E1,1.001E2,1.059E2,5.783E-1
709,2015-08-10-20150731DJ-3-B.tif,1.728E-1,2.106E0,7.174E-1,7.310E1,1.013E2,3.274E1,4.199E-1
710,2015-08-10-20150731DJ-3-B.tif,1.152E-1,1.478E0,5.452E-1,7.832E1,1.015E2,7.157E1,3.622E-1
711,2015-08-10-20150731DJ-3-B.tif,1.003E-1,1.894E0,5.190E-1,7.853E1,1.019E2,4.163E1,4.013E-1
712,2015-08-10-20150731DJ-30-B.tif,1.059E2,4.868E1,1.294E1,7.836E1,9.349E1,1.500E2,1.114E1
713,2015-08-10-20150731DJ-31-B.tif,1.200E2,6.602E1,1.393E1,8.276E1,1.098E2,8.823E1,1.222E1
714,2015-08-10-20150731DJ-32-B.tif,1.317E2,6.844E1,1.405E1,7.129E1,9.763E1,1.632E2,1.301E1
715,2015-08-10-20150731DJ-33-B.tif,1.361E2,6.662E1,1.434E1,7.470E1,9.625E1,1.476E2,1.318E1
716,2015-08-10-20150731DJ-34-B.tif,1.367E2,7.172E1,1.457E1,7.267E1,9.974E1,1.788E2,1.293E1
717,2015-08-10-20150731DJ-35-B.tif,1.305E2,7.008E1,1.455E1,7.190E1,9.250E1,1.332E2,1.282E1
718,2015-08-10-20150731DJ-36-B.tif,1.047E2,6.360E1,1.343E1,7.664E1,9.647E1,1.026E2,1.150E1
719,2015-08-10-20150731DJ-37-B.tif,2.007E2,8.060E1,1.728E1,7.767E1,9.466E1,1.266E2,1.583E1
720,2015-08-10-20150731DJ-38-B.tif,2.124E2,8.098E1,1.771E1,7.431E1,9.241E1,1.386E2,1.637E1
721,2015-08-10-20150731DJ-39-B.tif,2.204E2,7.879E1,1.811E1,7.379E1,8.784E1,1.152E2,1.633E1
722,2015-08-10-20150731DJ-4-B.tif,6.930E1,6.711E1,1.119E1,7.642E1,1.039E2,7.618E1,9.820E0
723,2015-08-10-20150731DJ-4-B.tif,1.616E-1,2.336E0,8.490E-1,7.625E1,9.444E1,6.604E1,3.682E-1
724,2015-08-10-20150731DJ-40-B.tif,2.033E2,7.828E1,1.732E1,7.534E1,1.021E2,7.021E1,1.588E1
725,2015-08-10-20150731DJ-41-B.tif,2.055E2,7.351E1,1.684E1,7.651E1,1.071E2,4.905E1,1.618E1
726,2015-08-10-20150731DJ-42-B.tif,2.111E2,8.167E1,1.744E1,7.703E1,9.000E1,1.259E2,1.621E1
727,2015-08-10-20150731DJ-43-B.tif,1.629E2,6.737E1,1.531E1,7.789E1,8.832E1,1.171E2,1.415E1
728,2015-08-10-20150731DJ-44-B.tif,1.376E2,7.677E1,1.429E1,7.280E1,9.922E1,8.497E0,1.313E1
729,2015-08-10-20150731DJ-45-B.tif,1.519E2,7.001E1,1.526E1,7.112E1,9.276E1,1.323E2,1.345E1
730,2015-08-10-20150731DJ-46-B.tif,1.407E2,5.477E1,1.448E1,7.897E1,9.207E1,1.171E2,1.301E1
731,2015-08-10-20150731DJ-47-B.tif,1.537E2,6.813E1,1.540E1,7.474E1,9.724E1,1.191E2,1.341E1
732,2015-08-10-20150731DJ-48-B.tif,1.543E2,6.367E1,1.501E1,8.078E1,9.151E1,9.494E1,1.381E1
733,2015-08-10-20150731DJ-49-B.tif,1.797E2,6.578E1,1.689E1,7.453E1,9.185E1,1.083E2,1.442E1
734,2015-08-10-20150731DJ-5-B.tif,7.199E1,6.913E1,1.172E1,7.478E1,9.121E1,1.609E2,1.007E1
735,2015-08-10-20150731DJ-50-B.tif,1.722E2,6.690E1,1.588E1,7.573E1,8.677E1,1.227E2,1.425E1
736,2015-08-10-20150731DJ-51-B.tif,1.595E2,6.844E1,1.567E1,7.250E1,1.009E2,3.154E0,1.361E1
737,2015-08-10-20150731DJ-51-B.tif,1.245E-1,2.624E0,6.733E-1,7.875E1,1.069E2,1.402E2,4.741E-1
738,2015-08-10-20150731DJ-52-B.tif,1.635E2,6.375E1,1.602E1,7.207E1,9.513E1,1.267E2,1.410E1
739,2015-08-10-20150731DJ-53-B.tif,1.485E2,6.325E1,1.479E1,7.375E1,9.806E1,1.570E2,1.331E1
740,2015-08-10-20150731DJ-54-B.tif,1.516E2,6.123E1,1.596E1,7.388E1,9.651E1,1.477E2,1.277E1
741,2015-08-10-20150731DJ-6-B.tif,6.291E1,8.481E1,1.151E1,7.974E1,9.013E1,9.172E1,9.983E0
742,2015-08-10-20150731DJ-6-B.tif,1.579E-1,2.361E0,8.664E-1,7.737E1,9.185E1,8.429E1,4.138E-1
743,2015-08-10-20150731DJ-7-B.tif,1.435E2,5.758E1,1.448E1,7.500E1,9.487E1,1.113E2,1.336E1
744,2015-08-10-20150731DJ-8-B.tif,1.071E2,7.658E1,1.303E1,7.724E1,9.306E1,1.378E2,1.199E1
745,2015-08-10-20150731DJ-9-B.tif,1.411E2,6.268E1,1.465E1,8.004E1,9.892E1,1.169E2,1.325E1
746,2015-08-11-20150731DJ-1-B.tif,8.261E1,7.443E1,1.206E1,7.780E1,9.103E1,1.634E2,1.097E1
747,2015-08-11-20150731DJ-10-B.tif,1.618E2,6.839E1,1.550E1,8.504E1,9.647E1,1.100E2,1.413E1
748,2015-08-11-20150731DJ-11-B.tif,1.651E2,7.073E1,1.640E1,7.664E1,8.871E1,1.335E2,1.356E1
749,2015-08-11-20150731DJ-12-B.tif,1.705E2,7.487E1,1.764E1,7.858E1,8.375E1,1.139E2,1.404E1
750,2015-08-11-20150731DJ-13-B.tif,1.615E2,6.104E1,1.562E1,8.560E1,9.832E1,1.083E2,1.384E1
751,2015-08-11-20150731DJ-14-B.tif,1.750E2,6.642E1,1.599E1,8.052E1,1.040E2,1.322E2,1.477E1
752,2015-08-11-20150731DJ-15-B.tif,1.560E2,6.429E1,1.544E1,8.444E1,9.711E1,1.156E2,1.346E1
753,2015-08-11-20150731DJ-16-B.tif,1.770E2,6.559E1,1.609E1,7.776E1,9.297E1,1.265E2,1.450E1
754,2015-08-11-20150731DJ-17-B.tif,1.662E2,6.543E1,1.605E1,8.422E1,9.483E1,1.148E2,1.379E1
755,2015-08-11-20150731DJ-18-B.tif,1.623E2,6.646E1,1.592E1,8.720E1,9.181E1,9.763E1,1.368E1
756,2015-08-11-20150731DJ-19-B.tif,1.493E2,6.633E1,1.546E1,7.672E1,9.022E1,1.161E2,1.322E1
757,2015-08-11-20150731DJ-2-B.tif,7.786E1,7.866E1,1.148E1,8.168E1,1.051E2,3.071E1,1.046E1
758,2015-08-11-20150731DJ-20-B.tif,1.365E2,5.912E1,1.381E1,8.642E1,9.703E1,1.255E2,1.311E1
759,2015-08-11-20150731DJ-21-B.tif,1.411E2,6.415E1,1.432E1,8.349E1,9.612E1,1.288E2,1.333E1
760,2015-08-11-20150731DJ-22-B.tif,1.670E2,6.813E1,1.618E1,8.784E1,9.534E1,9.290E1,1.396E1
761,2015-08-11-20150731DJ-23-B.tif,1.415E2,5.843E1,1.492E1,7.888E1,9.690E1,1.321E2,1.277E1
762,2015-08-11-20150731DJ-24-B.tif,1.355E2,5.550E1,1.472E1,7.397E1,9.224E1,1.277E2,1.243E1
763,2015-08-11-20150731DJ-25-B.tif,1.352E2,7.801E1,1.413E1,8.069E1,1.066E2,3.607E1,1.319E1
764,2015-08-11-20150731DJ-26-B.tif,1.456E2,8.312E1,1.460E1,7.832E1,9.849E1,1.349E2,1.371E1
765,2015-08-11-20150731DJ-27-B.tif,1.338E2,7.901E1,1.473E1,7.427E1,8.940E1,1.063E2,1.247E1
766,2015-08-11-20150731DJ-28-B.tif,1.244E2,8.344E1,1.392E1,8.513E1,1.076E2,7.510E1,1.282E1
767,2015-08-11-20150731DJ-29-B.tif,1.194E2,7.692E1,1.339E1,7.737E1,9.078E1,1.252E2,1.258E1
768,2015-08-11-20150731DJ-3-B.tif,9.828E1,1.009E2,1.695E1,7.474E1,1.060E2,3.527E1,1.186E1
769,2015-08-11-20150731DJ-3-B.tif,1.637E0,1.312E1,2.460E0,8.793E1,1.005E2,8.699E1,1.504E0
770,2015-08-11-20150731DJ-3-B.tif,1.003E-1,1.381E0,5.452E-1,8.737E1,1.009E2,1.843E1,3.366E-1
771,2015-08-11-20150731DJ-3-B.tif,1.152E-1,2.655E0,7.135E-1,7.823E1,1.025E2,1.150E2,3.949E-1
772,2015-08-11-20150731DJ-30-B.tif,1.202E2,5.114E1,1.343E1,8.440E1,9.909E1,1.413E2,1.184E1
773,2015-08-11-20150731DJ-31-B.tif,1.341E2,7.347E1,1.474E1,8.888E1,1.101E2,8.899E1,1.280E1
774,2015-08-11-20150731DJ-32-B.tif,1.473E2,6.896E1,1.510E1,8.448E1,1.084E2,6.805E1,1.371E1
775,2015-08-11-20150731DJ-33-B.tif,1.507E2,6.538E1,1.477E1,7.569E1,1.003E2,8.390E0,1.388E1
776,2015-08-11-20150731DJ-34-B.tif,1.583E2,7.612E1,1.549E1,8.345E1,1.016E2,6.965E1,1.386E1
777,2015-08-11-20150731DJ-35-B.tif,1.544E2,6.777E1,1.574E1,7.216E1,9.039E1,1.253E2,1.379E1
778,2015-08-11-20150731DJ-36-B.tif,1.200E2,6.878E1,1.452E1,8.698E1,9.560E1,9.392E1,1.221E1
779,2015-08-11-20150731DJ-37-B.tif,2.255E2,7.926E1,1.809E1,8.616E1,9.366E1,1.309E2,1.679E1
780,2015-08-11-20150731DJ-38-B.tif,2.417E2,8.513E1,1.851E1,8.108E1,9.448E1,1.386E2,1.722E1
781,2015-08-11-20150731DJ-38-B.tif,2.118E-1,2.869E0,1.003E0,8.250E1,1.070E2,1.155E2,4.178E-1
782,2015-08-11-20150731DJ-39-B.tif,2.567E2,8.597E1,1.951E1,8.181E1,8.793E1,1.108E2,1.752E1
783,2015-08-11-20150731DJ-4-B.tif,8.233E1,6.808E1,1.178E1,8.435E1,1.067E2,3.107E1,1.034E1
784,2015-08-11-20150731DJ-40-B.tif,2.322E2,7.881E1,1.839E1,7.392E1,1.062E2,6.710E1,1.683E1
785,2015-08-11-20150731DJ-41-B.tif,2.397E2,8.585E1,1.827E1,8.513E1,1.088E2,5.665E1,1.732E1
786,2015-08-11-20150731DJ-42-B.tif,2.441E2,8.578E1,1.861E1,8.138E1,9.142E1,1.233E2,1.746E1
787,2015-08-11-20150731DJ-43-B.tif,1.812E2,6.606E1,1.600E1,8.319E1,9.621E1,1.125E2,1.499E1
788,2015-08-11-20150731DJ-44-B.tif,1.609E2,6.800E1,1.510E1,7.496E1,9.754E1,1.086E1,1.425E1
789,2015-08-11-20150731DJ-45-B.tif,1.805E2,6.412E1,1.678E1,8.323E1,9.319E1,1.209E2,1.471E1
790,2015-08-11-20150731DJ-46-B.tif,1.647E2,6.324E1,1.556E1,8.832E1,9.129E1,1.135E2,1.413E1
791,2015-08-11-20150731DJ-47-B.tif,1.835E2,6.667E1,1.682E1,8.091E1,9.987E1,1.188E2,1.463E1
792,2015-08-11-20150731DJ-48-B.tif,1.803E2,6.460E1,1.616E1,8.616E1,1.114E2,8.939E1,1.481E1
793,2015-08-11-20150731DJ-49-B.tif,2.014E2,7.199E1,1.780E1,8.216E1,9.259E1,1.054E2,1.553E1
794,2015-08-11-20150731DJ-5-B.tif,8.136E1,6.717E1,1.190E1,8.310E1,9.845E1,1.645E2,1.075E1
795,2015-08-11-20150731DJ-5-B.tif,2.452E-1,3.940E0,1.157E0,8.267E1,1.007E2,2.657E1,6.333E-1
796,2015-08-11-20150731DJ-50-B.tif,1.845E2,6.560E1,1.634E1,8.677E1,9.483E1,9.454E1,1.507E1
797,2015-08-11-20150731DJ-51-B.tif,1.802E2,6.895E1,1.649E1,8.332E1,1.046E2,6.605E0,1.483E1
798,2015-08-11-20150731DJ-52-B.tif,1.878E2,7.159E1,1.735E1,7.983E1,9.651E1,1.312E2,1.486E1
799,2015-08-11-20150731DJ-53-B.tif,1.691E2,7.013E1,1.538E1,8.690E1,1.114E2,7.035E1,1.432E1
800,2015-08-11-20150731DJ-54-B.tif,1.665E2,6.200E1,1.627E1,8.112E1,1.000E2,1.536E2,1.366E1
801,2015-08-11-20150731DJ-6-B.tif,7.917E1,8.748E1,1.203E1,8.582E1,9.560E1,9.103E1,1.067E1
802,2015-08-11-20150731DJ-7-B.tif,1.579E2,6.344E1,1.559E1,8.629E1,9.573E1,9.380E1,1.396E1
803,2015-08-11-20150731DJ-8-B.tif,1.207E2,7.353E1,1.388E1,8.789E1,9.552E1,1.027E2,1.261E1
804,2015-08-11-20150731DJ-9-B.tif,1.639E2,7.903E1,1.566E1,8.185E1,9.647E1,1.199E2,1.442E1
805,2015-08-12-20150731DJ-1-B.tif,9.522E1,6.975E1,1.249E1,7.978E1,9.448E1,1.611E2,1.138E1
806,2015-08-12-20150731DJ-10-B.tif,1.857E2,7.561E1,1.663E1,7.879E1,9.078E1,1.122E2,1.491E1
807,2015-08-12-20150731DJ-11-B.tif,1.797E2,7.179E1,1.704E1,7.651E1,9.629E1,1.363E2,1.405E1
808,2015-08-12-20150731DJ-12-B.tif,1.909E2,8.418E1,1.920E1,6.918E1,8.858E1,1.164E2,1.447E1
809,2015-08-12-20150731DJ-13-B.tif,1.828E2,6.736E1,1.679E1,7.897E1,9.328E1,1.112E2,1.457E1
810,2015-08-12-20150731DJ-14-B.tif,1.928E2,6.855E1,1.659E1,8.009E1,9.621E1,1.514E2,1.556E1
811,2015-08-12-20150731DJ-15-B.tif,1.811E2,6.557E1,1.668E1,7.668E1,9.806E1,1.135E2,1.478E1
812,2015-08-12-20150731DJ-16-B.tif,1.946E2,6.907E1,1.671E1,7.573E1,9.409E1,1.298E2,1.517E1
813,2015-08-12-20150731DJ-17-B.tif,1.884E2,6.838E1,1.709E1,8.220E1,9.272E1,1.102E2,1.461E1
814,2015-08-12-20150731DJ-18-B.tif,1.759E2,6.842E1,1.645E1,9.034E1,8.905E1,9.360E1,1.422E1
815,2015-08-12-20150731DJ-19-B.tif,1.657E2,6.965E1,1.608E1,7.875E1,9.250E1,1.151E2,1.385E1
816,2015-08-12-20150731DJ-2-B.tif,9.173E1,7.375E1,1.199E1,7.737E1,9.823E1,1.854E0,1.133E1
817,2015-08-12-20150731DJ-20-B.tif,1.464E2,5.678E1,1.429E1,7.957E1,9.694E1,1.227E2,1.361E1
818,2015-08-12-20150731DJ-21-B.tif,1.619E2,5.941E1,1.563E1,7.431E1,9.832E1,1.493E2,1.399E1
819,2015-08-12-20150731DJ-22-B.tif,1.855E2,6.858E1,1.700E1,8.284E1,9.466E1,9.218E1,1.467E1
820,2015-08-12-20150731DJ-23-B.tif,1.584E2,6.198E1,1.586E1,7.685E1,9.720E1,1.275E2,1.354E1
821,2015-08-12-20150731DJ-24-B.tif,1.506E2,5.925E1,1.529E1,8.013E1,9.440E1,1.292E2,1.316E1
822,2015-08-12-20150731DJ-25-B.tif,1.522E2,7.944E1,1.485E1,7.810E1,1.076E2,3.757E1,1.405E1
823,2015-08-12-20150731DJ-26-B.tif,1.606E2,7.398E1,1.543E1,8.638E1,1.098E2,5.813E1,1.439E1
824,2015-08-12-20150731DJ-27-B.tif,1.530E2,7.979E1,1.546E1,7.728E1,9.095E1,1.114E2,1.325E1
825,2015-08-12-20150731DJ-28-B.tif,1.462E2,7.898E1,1.509E1,7.254E1,9.030E1,1.347E2,1.378E1
826,2015-08-12-20150731DJ-29-B.tif,1.363E2,7.864E1,1.430E1,7.841E1,9.526E1,1.339E2,1.321E1
827,2015-08-12-20150731DJ-3-B.tif,1.009E2,1.009E2,1.705E1,7.716E1,1.050E2,4.264E1,1.192E1
828,2015-08-12-20150731DJ-3-B.tif,1.631E0,1.248E1,2.415E0,8.953E1,9.534E1,9.205E1,1.418E0
829,2015-08-12-20150731DJ-3-B.tif,2.267E-1,3.569E0,1.028E0,8.315E1,9.879E1,5.698E1,6.719E-1
830,2015-08-12-20150731DJ-30-B.tif,1.396E2,5.800E1,1.461E1,8.164E1,9.353E1,1.406E2,1.254E1
831,2015-08-12-20150731DJ-31-B.tif,1.458E2,6.924E1,1.526E1,8.539E1,1.113E2,8.935E1,1.334E1
832,2015-08-12-20150731DJ-32-B.tif,1.549E2,6.531E1,1.539E1,7.483E1,9.918E1,1.555E2,1.376E1
833,2015-08-12-20150731DJ-33-B.tif,1.670E2,7.225E1,1.579E1,7.823E1,1.015E2,7.843E0,1.446E1
834,2015-08-12-20150731DJ-34-B.tif,1.791E2,8.056E1,1.650E1,8.517E1,1.095E2,6.806E1,1.493E1
835,2015-08-12-20150731DJ-35-B.tif,1.721E2,6.927E1,1.650E1,7.737E1,9.638E1,1.233E2,1.451E1
836,2015-08-12-20150731DJ-36-B.tif,1.360E2,7.091E1,1.541E1,8.168E1,9.746E1,1.057E2,1.254E1
837,2015-08-12-20150731DJ-37-B.tif,2.609E2,8.877E1,1.959E1,8.302E1,9.181E1,1.156E2,1.800E1
838,2015-08-12-20150731DJ-38-B.tif,2.641E2,8.641E1,1.944E1,8.961E1,1.084E2,7.991E1,1.808E1
839,2015-08-12-20150731DJ-39-B.tif,2.927E2,8.925E1,2.104E1,7.306E1,9.194E1,1.185E2,1.862E1
840,2015-08-12-20150731DJ-4-B.tif,9.358E1,6.453E1,1.223E1,8.323E1,1.059E2,6.542E1,1.090E1
841,2015-08-12-20150731DJ-40-B.tif,2.667E2,8.618E1,1.986E1,7.858E1,1.054E2,7.192E1,1.798E1
842,2015-08-12-20150731DJ-41-B.tif,2.770E2,8.802E1,1.961E1,8.194E1,9.190E1,1.106E2,1.858E1
843,2015-08-12-20150731DJ-42-B.tif,2.819E2,8.928E1,1.979E1,8.004E1,9.039E1,1.313E2,1.885E1
844,2015-08-12-20150731DJ-43-B.tif,2.136E2,7.076E1,1.743E1,7.966E1,9.047E1,1.161E2,1.628E1
845,2015-08-12-20150731DJ-44-B.tif,1.894E2,7.261E1,1.640E1,7.866E1,9.595E1,1.059E2,1.530E1
846,2015-08-12-20150731DJ-45-B.tif,2.018E2,7.494E1,1.735E1,8.414E1,9.280E1,1.196E2,1.571E1
847,2015-08-12-20150731DJ-46-B.tif,1.974E2,7.070E1,1.733E1,8.194E1,9.453E1,1.111E2,1.538E1
848,2015-08-12-20150731DJ-47-B.tif,2.140E2,7.347E1,1.819E1,7.457E1,9.328E1,1.252E2,1.557E1
849,2015-08-12-20150731DJ-48-B.tif,2.127E2,7.253E1,1.734E1,8.030E1,9.483E1,9.470E1,1.602E1
850,2015-08-12-20150731DJ-49-B.tif,2.303E2,7.359E1,1.892E1,7.810E1,9.052E1,1.060E2,1.641E1
851,2015-08-12-20150731DJ-5-B.tif,9.300E1,6.909E1,1.251E1,8.013E1,9.440E1,1.663E2,1.126E1
852,2015-08-12-20150731DJ-50-B.tif,2.041E2,6.986E1,1.730E1,8.638E1,8.935E1,1.011E2,1.581E1
853,2015-08-12-20150731DJ-51-B.tif,2.120E2,7.212E1,1.749E1,7.552E1,9.776E1,1.767E2,1.568E1
854,2015-08-12-20150731DJ-52-B.tif,2.111E2,7.800E1,1.863E1,7.250E1,9.483E1,1.283E2,1.588E1
855,2015-08-12-20150731DJ-53-B.tif,1.976E2,7.371E1,1.701E1,7.634E1,9.539E1,1.501E2,1.512E1
856,2015-08-12-20150731DJ-54-B.tif,1.819E2,6.815E1,1.707E1,7.996E1,9.991E1,1.554E2,1.447E1
857,2015-08-12-20150731DJ-6-B.tif,9.502E1,8.160E1,1.256E1,8.112E1,9.582E1,9.749E1,1.097E1
858,2015-08-12-20150731DJ-7-B.tif,1.809E2,7.491E1,1.716E1,8.422E1,1.111E2,8.423E1,1.476E1
859,2015-08-12-20150731DJ-8-B.tif,1.344E2,7.781E1,1.439E1,8.707E1,9.685E1,1.032E2,1.305E1
860,2015-08-12-20150731DJ-9-B.tif,1.946E2,8.341E1,1.707E1,7.151E1,1.094E2,2.320E1,1.558E1
861,2015-08-13-20150731DJ-1-B.tif,9.360E1,7.074E1,1.249E1,7.280E1,9.457E1,1.604E2,1.133E1
862,2015-08-13-20150731DJ-10-B.tif,1.975E2,7.859E1,1.712E1,7.578E1,9.552E1,1.128E2,1.534E1
863,2015-08-13-20150731DJ-11-B.tif,1.933E2,7.934E1,1.756E1,7.461E1,9.487E1,1.352E2,1.455E1
864,2015-08-13-20150731DJ-12-B.tif,2.038E2,8.547E1,2.024E1,7.487E1,8.828E1,1.256E2,1.527E1
865,2015-08-13-20150731DJ-13-B.tif,2.042E2,7.329E1,1.774E1,7.677E1,9.448E1,1.159E2,1.542E1
866,2015-08-13-20150731DJ-14-B.tif,2.125E2,7.123E1,1.753E1,7.095E1,1.025E2,1.523E2,1.612E1
867,2015-08-13-20150731DJ-15-B.tif,1.948E2,7.156E1,1.756E1,7.759E1,9.478E1,1.127E2,1.524E1
868,2015-08-13-20150731DJ-16-B.tif,1.994E2,6.364E1,1.708E1,7.203E1,1.041E2,9.296E0,1.564E1
869,2015-08-13-20150731DJ-17-B.tif,2.052E2,6.912E1,1.784E1,7.147E1,9.543E1,1.371E2,1.518E1
870,2015-08-13-20150731DJ-18-B.tif,1.857E2,6.835E1,1.674E1,8.065E1,8.897E1,1.004E2,1.476E1
871,2015-08-13-20150731DJ-19-B.tif,1.612E2,5.998E1,1.542E1,8.233E1,9.034E1,1.086E2,1.403E1
872,2015-08-13-20150731DJ-2-B.tif,1.015E2,7.235E1,1.249E1,7.556E1,9.565E1,1.284E2,1.177E1
873,2015-08-13-20150731DJ-20-B.tif,1.608E2,5.894E1,1.501E1,7.004E1,9.767E1,1.711E2,1.417E1
874,2015-08-13-20150731DJ-21-B.tif,1.698E2,6.203E1,1.573E1,7.651E1,9.690E1,1.236E2,1.432E1
875,2015-08-13-20150731DJ-22-B.tif,1.914E2,6.867E1,1.698E1,8.237E1,1.077E2,8.094E1,1.504E1
876,2015-08-13-20150731DJ-23-b.tif,1.763E2,6.458E1,1.659E1,7.306E1,9.841E1,1.271E2,1.423E1
877,2015-08-13-20150731DJ-24-B.tif,1.530E2,5.625E1,1.503E1,7.987E1,9.203E1,1.285E2,1.343E1
878,2015-08-13-20150731DJ-25-B.tif,1.678E2,8.351E1,1.549E1,7.474E1,1.059E2,4.105E1,1.481E1
879,2015-08-13-20150731DJ-26-B.tif,1.628E2,7.708E1,1.563E1,7.091E1,1.059E2,5.104E1,1.440E1
880,2015-08-13-20150731DJ-27-B.tif,1.540E2,7.721E1,1.543E1,7.457E1,9.435E1,1.516E2,1.349E1
881,2015-08-13-20150731DJ-28-B.tif,1.571E2,8.007E1,1.549E1,7.603E1,9.181E1,1.240E2,1.423E1
882,2015-08-13-20150731DJ-29-B.tif,1.312E2,7.519E1,1.378E1,8.030E1,1.066E2,5.661E1,1.308E1
883,2015-08-13-20150731DJ-3-B.tif,1.200E2,1.156E2,1.743E1,7.228E1,1.027E2,3.554E1,1.215E1
884,2015-08-13-20150731DJ-30-B.tif,1.509E2,5.941E1,1.492E1,7.897E1,9.651E1,1.321E2,1.309E1
885,2015-08-13-20150731DJ-31-B.tif,1.531E2,7.466E1,1.578E1,7.668E1,1.078E2,6.582E1,1.373E1
886,2015-08-13-20150731DJ-32-B.tif,1.614E2,6.784E1,1.617E1,7.082E1,9.655E1,1.561E2,1.413E1
887,2015-08-13-20150731DJ-33-B.tif,1.952E2,7.454E1,1.707E1,7.129E1,1.011E2,5.797E0,1.579E1
888,2015-08-13-20150731DJ-34-B.tif,1.803E2,6.861E1,1.695E1,8.427E1,1.064E2,7.023E1,1.523E1
889,2015-08-13-20150731DJ-35-B.tif,1.718E2,7.024E1,1.629E1,7.323E1,9.306E1,1.329E2,1.458E1
890,2015-08-13-20150731DJ-36-B.tif,1.323E2,6.314E1,1.505E1,7.853E1,1.102E2,8.540E1,1.275E1
891,2015-08-13-20150731DJ-37-B.tif,2.723E2,8.934E1,1.985E1,7.246E1,9.272E1,1.332E2,1.851E1
892,2015-08-13-20150731DJ-38-B.tif,3.021E2,9.409E1,2.092E1,7.461E1,9.319E1,1.265E2,1.894E1
893,2015-08-13-20150731DJ-39-B.tif,3.186E2,9.734E1,2.194E1,7.203E1,8.888E1,1.222E2,1.949E1
894,2015-08-13-20150731DJ-4-B.tif,1.043E2,6.500E1,1.284E1,7.560E1,1.084E2,6.455E1,1.156E1
895,2015-08-13-20150731DJ-40-B.tif,2.967E2,9.194E1,2.072E1,7.272E1,1.067E2,6.749E1,1.902E1
896,2015-08-13-20150731DJ-41-B.tif,2.876E2,9.008E1,2.004E1,7.453E1,1.028E2,1.356E1,1.916E1
897,2015-08-13-20150731DJ-42-B.tif,2.982E2,9.057E1,2.055E1,7.409E1,9.073E1,1.285E2,1.930E1
898,2015-08-13-20150731DJ-43-B.tif,2.342E2,7.842E1,1.835E1,7.690E1,9.190E1,1.101E2,1.711E1
899,2015-08-13-20150731DJ-44-B.tif,2.006E2,6.494E1,1.704E1,7.328E1,1.011E2,1.020E1,1.567E1
900,2015-08-13-20150731DJ-45-B.tif,2.316E2,7.973E1,1.872E1,7.341E1,9.086E1,1.213E2,1.667E1
901,2015-08-13-20150731DJ-46-B.tif,2.158E2,6.903E1,1.780E1,7.914E1,9.216E1,1.123E2,1.621E1
902,2015-08-13-20150731DJ-47-B.tif,2.202E2,7.026E1,1.779E1,7.203E1,9.431E1,1.201E2,1.618E1
903,2015-08-13-20150731DJ-48-B.tif,2.329E2,7.754E1,1.841E1,7.892E1,9.228E1,1.031E2,1.684E1
904,2015-08-13-20150731DJ-49-B.tif,2.480E2,8.305E1,1.959E1,7.970E1,8.991E1,1.118E2,1.730E1
905,2015-08-13-20150731DJ-5-B.tif,1.028E2,6.709E1,1.293E1,7.560E1,9.608E1,1.560E2,1.173E1
906,2015-08-13-20150731DJ-50-B.tif,2.236E2,7.480E1,1.814E1,7.940E1,9.017E1,9.655E1,1.642E1
907,2015-08-13-20150731DJ-51-B.tif,2.279E2,7.774E1,1.831E1,7.961E1,9.478E1,1.088E2,1.643E1
908,2015-08-13-20150731DJ-52-B.tif,2.344E2,8.090E1,1.960E1,7.293E1,9.672E1,1.340E2,1.637E1
909,2015-08-13-20150731DJ-53-B.tif,1.950E2,7.237E1,1.676E1,7.069E1,9.603E1,1.578E2,1.541E1
910,2015-08-13-20150731DJ-54-B.tif,1.842E2,6.564E1,1.771E1,7.013E1,9.668E1,1.498E2,1.424E1
911,2015-08-13-20150731DJ-6-B.tif,8.755E1,7.916E1,1.211E1,7.612E1,1.055E2,7.473E1,1.080E1
912,2015-08-13-20150731DJ-7-B.tif,1.842E2,7.217E1,1.756E1,7.496E1,1.134E2,8.167E1,1.504E1
