Time,Isolate,Sample,Area,Count,Feret,FeretAngle,FeretX,FeretY,Label,MinFeret,Perim.,Colour,Contamination,Notes
2015-08-11 14:27:34.000000,I9A,28,124.4,1,13.92,75.1,85.13,107.6,2015-08-11-20150731DJ-28-B.tif,12.82,83.44,,,
2015-08-11 14:02:18.000000,I9A,29,119.4,1,13.39,125.2,77.37,90.78,2015-08-11-20150731DJ-29-B.tif,12.58,76.92,,,
2015-08-11 14:08:50.000000,I37A,3,100.13250000000001,4,20.6687,255.69,328.27000000000004,409.9,2015-08-11-20150731DJ-3-B.tif,14.0955,118.05600000000001,,,
2015-08-11 14:24:36.000000,I9A,30,120.2,1,13.43,141.3,84.4,99.09,2015-08-11-20150731DJ-30-B.tif,11.84,51.14,,,
2015-08-11 14:12:12.000000,B04,31,134.1,1,14.74,88.99,88.88,110.1,2015-08-11-20150731DJ-31-B.tif,12.8,73.47,,,
2015-08-11 14:14:08.000000,B04,32,147.3,1,15.1,68.05,84.48,108.4,2015-08-11-20150731DJ-32-B.tif,13.71,68.96,,,
2015-08-11 13:53:12.000000,B04,33,150.7,1,14.77,8.39,75.69,100.3,2015-08-11-20150731DJ-33-B.tif,13.88,65.38,,,
2015-08-11 14:01:12.000000,B04,34,158.3,1,15.49,69.65,83.45,101.6,2015-08-11-20150731DJ-34-B.tif,13.86,76.12,,,
2015-08-11 13:49:56.000000,B04,35,154.4,1,15.74,125.3,72.16,90.39,2015-08-11-20150731DJ-35-B.tif,13.79,67.77,,,
2015-08-11 14:39:30.000000,B04,36,120.0,1,14.52,93.92,86.98,95.6,2015-08-11-20150731DJ-36-B.tif,12.21,68.78,,Fungal,"Fungal contamination, appears to be Venturia."
2015-08-11 14:36:44.000000,I61A,37,225.5,1,18.09,130.9,86.16,93.66,2015-08-11-20150731DJ-37-B.tif,16.79,79.26,,,
2015-08-11 14:30:40.000000,I61A,38,241.9118,2,19.513,254.1,163.57999999999998,201.48000000000002,2015-08-11-20150731DJ-38-B.tif,17.6378,87.999,,,
2015-08-11 14:44:36.000000,I61A,39,256.7,1,19.51,110.8,81.81,87.93,2015-08-11-20150731DJ-39-B.tif,17.52,85.97,,,
2015-08-11 14:42:28.000000,I37A,4,82.33,1,11.78,31.07,84.35,106.7,2015-08-11-20150731DJ-4-B.tif,10.34,68.08,,,
2015-08-11 13:45:16.000000,I61A,40,232.2,1,18.39,67.1,73.92,106.2,2015-08-11-20150731DJ-40-B.tif,16.83,78.81,,,
2015-08-11 14:25:38.000000,I61A,41,239.7,1,18.27,56.65,85.13,108.8,2015-08-11-20150731DJ-41-B.tif,17.32,85.85,,,
2015-08-11 14:51:24.000000,I61A,42,244.1,1,18.61,123.3,81.38,91.42,2015-08-11-20150731DJ-42-B.tif,17.46,85.78,,,
2015-08-11 14:33:36.000000,I65V,43,181.2,1,16.0,112.5,83.19,96.21,2015-08-11-20150731DJ-43-B.tif,14.99,66.06,,,
2015-08-11 13:48:50.000000,I65V,44,160.9,1,15.1,10.86,74.96,97.54,2015-08-11-20150731DJ-44-B.tif,14.25,68.0,,,
